id_pago,id_reserva,fecha_pago,monto,metodo_pago
167,41643,2025-05-24 10:35:56,828.27,Tarjeta
168,29571,2025-05-24 10:36:20,825.44,PayPal
169,24382,2025-05-24 10:46:23,468.18,Efectivo
170,33278,2025-05-24 10:42:47,759.95,Tarjeta
171,21666,2025-05-24 10:37:16,451.28,Transferencia
172,34988,2025-05-24 10:39:58,636.65,Transferencia
173,30770,2025-05-24 10:41:36,278.66,Transferencia
174,25438,2025-05-24 10:40:31,443.46,Efectivo
175,3515,2025-05-24 10:42:45,326.39,PayPal
176,3827,2025-05-24 10:37:34,364.42,Transferencia
177,18027,2025-05-24 10:41:53,584.54,Efectivo
178,10095,2025-05-24 10:41:03,840.71,Tarjeta
179,25026,2025-05-24 10:42:19,765.27,Efectivo
180,42668,2025-05-24 10:37:51,447.37,Efectivo
181,40662,2025-05-24 10:40:15,864.57,Transferencia
182,31612,2025-05-24 10:42:56,695.23,Efectivo
183,27764,2025-05-24 10:47:13,589.76,Efectivo
184,26953,2025-05-24 10:43:12,711.39,PayPal
185,12327,2025-05-24 10:36:25,411.55,Efectivo
186,36213,2025-05-24 10:44:23,264.80,PayPal
187,15436,2025-05-24 10:39:11,886.71,Efectivo
188,12566,2025-05-24 10:39:18,784.80,Tarjeta
189,36300,2025-05-24 10:46:38,672.64,PayPal
190,4196,2025-05-24 10:47:18,500.43,Transferencia
191,38829,2025-05-24 10:35:55,674.18,PayPal
192,24212,2025-05-24 10:41:34,381.90,Transferencia
193,35245,2025-05-24 10:43:38,883.78,Efectivo
194,15162,2025-05-24 10:43:06,457.07,Efectivo
195,38747,2025-05-24 10:37:55,735.11,Efectivo
196,1843,2025-05-24 10:43:54,238.22,Efectivo
197,14526,2025-05-24 10:46:06,689.39,Efectivo
198,12746,2025-05-24 10:42:42,382.50,PayPal
199,34766,2025-05-24 10:40:46,203.94,Transferencia
200,36856,2025-05-24 10:39:41,786.36,Efectivo
201,2255,2025-05-24 10:38:30,686.65,Transferencia
202,290,2025-05-24 10:40:39,828.51,Tarjeta
203,11044,2025-05-24 10:47:13,836.72,PayPal
204,19576,2025-05-24 10:44:11,520.69,Transferencia
205,38792,2025-05-24 10:42:58,212.81,Transferencia
206,3989,2025-05-24 10:37:50,864.91,Efectivo
207,13084,2025-05-24 10:37:42,787.42,PayPal
208,28727,2025-05-24 10:38:15,221.16,Tarjeta
209,12162,2025-05-24 10:37:05,615.74,PayPal
210,38320,2025-05-24 10:39:10,839.99,Efectivo
211,12644,2025-05-24 10:41:55,333.86,Tarjeta
212,17725,2025-05-24 10:41:44,416.31,Transferencia
213,7689,2025-05-24 10:40:40,408.20,Transferencia
214,23062,2025-05-24 10:38:43,354.86,Tarjeta
215,28240,2025-05-24 10:46:18,235.19,Transferencia
216,23084,2025-05-24 10:40:42,651.33,Efectivo
217,10604,2025-05-24 10:40:37,301.96,Efectivo
218,37331,2025-05-24 10:43:37,808.23,Tarjeta
219,42804,2025-05-24 10:46:44,555.62,Efectivo
220,21345,2025-05-24 10:46:35,227.97,Tarjeta
221,21864,2025-05-24 10:47:12,800.17,Transferencia
222,31931,2025-05-24 10:42:16,858.16,Tarjeta
223,41997,2025-05-24 10:41:33,515.71,Efectivo
224,12069,2025-05-24 10:36:33,420.23,Efectivo
225,5508,2025-05-24 10:39:51,370.11,Tarjeta
226,8128,2025-05-24 10:39:38,311.57,Tarjeta
227,34683,2025-05-24 10:45:52,601.41,Tarjeta
228,43273,2025-05-24 10:39:09,651.13,Tarjeta
229,14768,2025-05-24 10:39:10,500.32,Tarjeta
230,4024,2025-05-24 10:38:57,759.21,Tarjeta
231,37620,2025-05-24 10:42:28,316.18,Tarjeta
232,25979,2025-05-24 10:45:03,608.82,Efectivo
233,6495,2025-05-24 10:42:42,851.63,Tarjeta
234,42712,2025-05-24 10:35:32,351.09,PayPal
235,2694,2025-05-24 10:35:35,463.81,Efectivo
236,7887,2025-05-24 10:44:57,894.50,Transferencia
237,17968,2025-05-24 10:43:12,657.92,Efectivo
238,7569,2025-05-24 10:36:30,524.41,Tarjeta
239,41934,2025-05-24 10:42:02,581.05,Transferencia
240,22087,2025-05-24 10:43:02,775.63,PayPal
241,16038,2025-05-24 10:41:55,452.36,Transferencia
242,17885,2025-05-24 10:37:17,659.72,Efectivo
243,36539,2025-05-24 10:43:47,666.13,Tarjeta
244,18067,2025-05-24 10:38:21,505.09,PayPal
245,34388,2025-05-24 10:43:02,622.06,Efectivo
246,29556,2025-05-24 10:42:45,284.75,Efectivo
247,22352,2025-05-24 10:38:23,690.41,PayPal
248,31911,2025-05-24 10:47:01,686.69,Transferencia
249,26314,2025-05-24 10:39:16,660.36,Transferencia
250,10536,2025-05-24 10:39:26,265.89,Efectivo
251,25271,2025-05-24 10:37:37,781.12,Transferencia
252,6005,2025-05-24 10:46:48,722.42,Tarjeta
253,20021,2025-05-24 10:38:03,736.43,Transferencia
254,13862,2025-05-24 10:45:46,450.28,Transferencia
255,12118,2025-05-24 10:44:21,365.61,PayPal
256,34295,2025-05-24 10:44:04,242.15,Tarjeta
257,33302,2025-05-24 10:39:41,307.65,Tarjeta
258,25751,2025-05-24 10:45:12,319.69,PayPal
259,16022,2025-05-24 10:38:36,391.38,Tarjeta
260,22260,2025-05-24 10:36:29,428.05,Efectivo
261,27831,2025-05-24 10:46:09,388.22,PayPal
262,11893,2025-05-24 10:40:20,773.72,Transferencia
263,40951,2025-05-24 10:37:03,646.31,Transferencia
264,10957,2025-05-24 10:40:31,299.22,PayPal
265,17133,2025-05-24 10:41:20,655.72,Tarjeta
266,33784,2025-05-24 10:44:01,381.41,Efectivo
267,9263,2025-05-24 10:38:15,388.36,Transferencia
268,40154,2025-05-24 10:36:44,403.39,PayPal
269,43073,2025-05-24 10:47:20,293.54,Tarjeta
270,8577,2025-05-24 10:42:06,805.29,PayPal
271,34238,2025-05-24 10:38:34,453.65,Efectivo
272,37889,2025-05-24 10:43:39,506.46,Tarjeta
273,29259,2025-05-24 10:45:26,360.78,PayPal
274,27679,2025-05-24 10:36:22,565.25,Transferencia
275,4772,2025-05-24 10:36:23,389.68,Tarjeta
276,29545,2025-05-24 10:47:07,345.06,Efectivo
277,30680,2025-05-24 10:43:47,682.74,Tarjeta
278,32192,2025-05-24 10:39:22,872.88,Transferencia
279,23961,2025-05-24 10:38:52,391.11,Transferencia
280,34570,2025-05-24 10:46:44,604.79,PayPal
281,25370,2025-05-24 10:40:11,778.33,PayPal
282,32097,2025-05-24 10:38:18,290.70,PayPal
283,40116,2025-05-24 10:44:49,666.90,PayPal
284,26730,2025-05-24 10:38:18,552.41,PayPal
285,22792,2025-05-24 10:45:00,266.49,PayPal
286,30317,2025-05-24 10:36:23,447.49,Efectivo
287,10104,2025-05-24 10:41:38,709.59,Efectivo
288,23305,2025-05-24 10:36:38,465.44,PayPal
289,4549,2025-05-24 10:43:38,294.85,Efectivo
290,1934,2025-05-24 10:47:25,248.68,Tarjeta
291,21859,2025-05-24 10:37:16,698.34,Efectivo
292,31945,2025-05-24 10:45:36,716.11,Tarjeta
293,32400,2025-05-24 10:36:29,235.42,PayPal
294,37559,2025-05-24 10:35:40,506.68,Tarjeta
295,34581,2025-05-24 10:45:29,647.81,Transferencia
296,27322,2025-05-24 10:37:35,858.88,Efectivo
297,8229,2025-05-24 10:45:51,695.19,Tarjeta
298,18145,2025-05-24 10:36:50,725.16,PayPal
299,23294,2025-05-24 10:44:34,766.66,Tarjeta
300,34707,2025-05-24 10:37:51,782.06,Tarjeta
301,19653,2025-05-24 10:38:29,572.13,PayPal
302,9416,2025-05-24 10:44:27,859.24,PayPal
303,29660,2025-05-24 10:44:57,269.82,PayPal
304,19311,2025-05-24 10:39:07,751.65,Tarjeta
305,16364,2025-05-24 10:35:48,255.04,Transferencia
306,23212,2025-05-24 10:39:54,233.00,Transferencia
307,3866,2025-05-24 10:38:16,859.50,PayPal
308,20753,2025-05-24 10:40:58,423.61,Transferencia
309,26127,2025-05-24 10:43:22,377.38,Transferencia
310,11314,2025-05-24 10:35:51,868.56,Tarjeta
311,5258,2025-05-24 10:44:38,556.67,Transferencia
312,43298,2025-05-24 10:45:44,387.93,Efectivo
313,9769,2025-05-24 10:41:45,760.15,PayPal
314,4917,2025-05-24 10:41:31,873.20,PayPal
315,31498,2025-05-24 10:47:25,529.07,Efectivo
316,10306,2025-05-24 10:43:04,888.43,Efectivo
317,4760,2025-05-24 10:35:54,458.82,Transferencia
318,3533,2025-05-24 10:35:39,735.83,Efectivo
319,33366,2025-05-24 10:39:46,287.19,Transferencia
320,39572,2025-05-24 10:45:28,325.39,Transferencia
321,17124,2025-05-24 10:43:07,670.30,Tarjeta
322,24921,2025-05-24 10:44:46,434.47,PayPal
323,40452,2025-05-24 10:38:16,739.95,Tarjeta
324,18540,2025-05-24 10:42:51,333.58,Tarjeta
325,36176,2025-05-24 10:36:14,364.59,Transferencia
326,23707,2025-05-24 10:36:01,744.24,PayPal
327,35189,2025-05-24 10:45:27,267.36,Tarjeta
328,34814,2025-05-24 10:42:48,362.97,Efectivo
329,36961,2025-05-24 10:35:50,423.47,Transferencia
330,13095,2025-05-24 10:42:05,758.61,PayPal
331,10757,2025-05-24 10:43:02,516.19,Efectivo
332,34054,2025-05-24 10:37:01,500.95,Tarjeta
333,5716,2025-05-24 10:44:04,459.59,Transferencia
334,27954,2025-05-24 10:36:56,599.12,Efectivo
335,41654,2025-05-24 10:37:06,454.80,PayPal
336,9974,2025-05-24 10:36:52,292.34,PayPal
337,41829,2025-05-24 10:37:48,413.47,Efectivo
338,735,2025-05-24 10:40:41,378.17,Efectivo
339,42912,2025-05-24 10:38:12,538.34,PayPal
340,7545,2025-05-24 10:36:34,384.19,Transferencia
341,36018,2025-05-24 10:37:53,535.85,PayPal
342,6821,2025-05-24 10:45:10,379.79,Tarjeta
343,29903,2025-05-24 10:41:59,830.35,Tarjeta
344,9493,2025-05-24 10:43:57,364.84,Transferencia
345,37294,2025-05-24 10:44:56,787.42,PayPal
346,5835,2025-05-24 10:44:07,677.67,Efectivo
347,5725,2025-05-24 10:39:37,870.12,Efectivo
348,34621,2025-05-24 10:36:47,317.36,PayPal
349,12477,2025-05-24 10:41:01,383.20,Efectivo
350,24416,2025-05-24 10:36:10,574.53,PayPal
351,35087,2025-05-24 10:41:16,248.96,Efectivo
352,28728,2025-05-24 10:40:17,665.66,PayPal
353,615,2025-05-24 10:45:58,343.48,Tarjeta
354,44197,2025-05-24 10:39:38,812.96,Transferencia
355,17979,2025-05-24 10:43:32,341.63,PayPal
356,4812,2025-05-24 10:35:55,539.47,Transferencia
357,32960,2025-05-24 10:40:20,345.66,PayPal
358,32444,2025-05-24 10:39:12,494.92,Tarjeta
359,11948,2025-05-24 10:47:04,373.42,Transferencia
360,32851,2025-05-24 10:43:08,593.77,Transferencia
361,37266,2025-05-24 10:45:31,234.19,PayPal
362,23310,2025-05-24 10:42:59,648.55,PayPal
363,8239,2025-05-24 10:36:25,650.97,Transferencia
364,7770,2025-05-24 10:36:42,668.39,Efectivo
365,20103,2025-05-24 10:35:48,418.77,Transferencia
366,31457,2025-05-24 10:38:57,777.40,Efectivo
367,29742,2025-05-24 10:39:15,543.50,PayPal
368,13123,2025-05-24 10:39:35,623.05,Tarjeta
369,39714,2025-05-24 10:39:37,704.83,PayPal
370,1003,2025-05-24 10:40:40,840.56,Transferencia
371,15974,2025-05-24 10:40:28,626.16,Transferencia
372,24486,2025-05-24 10:39:47,266.43,PayPal
373,30037,2025-05-24 10:36:15,864.20,Tarjeta
374,24099,2025-05-24 10:36:48,894.62,PayPal
375,29456,2025-05-24 10:47:21,277.78,Tarjeta
376,9269,2025-05-24 10:36:57,536.79,Efectivo
377,13750,2025-05-24 10:45:00,317.28,Transferencia
378,8157,2025-05-24 10:44:36,259.30,Tarjeta
379,27014,2025-05-24 10:47:08,748.90,Efectivo
380,11425,2025-05-24 10:39:20,703.54,Efectivo
381,9943,2025-05-24 10:37:33,295.30,Transferencia
382,18865,2025-05-24 10:46:42,536.50,Tarjeta
383,20545,2025-05-24 10:45:15,664.15,Efectivo
384,29331,2025-05-24 10:38:20,630.25,PayPal
385,25397,2025-05-24 10:46:37,683.92,Transferencia
386,1713,2025-05-24 10:46:01,523.36,Transferencia
387,23322,2025-05-24 10:36:01,442.69,Efectivo
388,27146,2025-05-24 10:38:37,296.28,Transferencia
389,19946,2025-05-24 10:36:39,552.99,PayPal
390,40795,2025-05-24 10:38:30,858.85,Transferencia
391,26895,2025-05-24 10:42:42,696.59,Tarjeta
392,33487,2025-05-24 10:47:14,748.31,PayPal
393,1123,2025-05-24 10:40:04,764.63,Efectivo
394,32194,2025-05-24 10:42:37,853.71,PayPal
395,16543,2025-05-24 10:39:44,362.80,Transferencia
396,17121,2025-05-24 10:39:33,368.15,PayPal
397,16201,2025-05-24 10:42:27,802.37,PayPal
398,1452,2025-05-24 10:46:00,804.79,Transferencia
399,4582,2025-05-24 10:36:37,824.63,Tarjeta
400,44438,2025-05-24 10:39:16,693.93,PayPal
401,44251,2025-05-24 10:40:17,513.23,Tarjeta
402,41158,2025-05-24 10:45:56,570.87,Transferencia
403,28154,2025-05-24 10:42:13,766.48,PayPal
404,33856,2025-05-24 10:40:52,230.27,Transferencia
405,45000,2025-05-24 10:42:38,315.15,Tarjeta
406,18941,2025-05-24 10:42:57,368.39,Efectivo
407,21632,2025-05-24 10:44:37,272.54,Tarjeta
408,35765,2025-05-24 10:37:31,470.93,PayPal
409,14537,2025-05-24 10:45:30,534.69,PayPal
410,37764,2025-05-24 10:41:37,497.84,PayPal
411,38625,2025-05-24 10:36:26,869.43,Tarjeta
412,3423,2025-05-24 10:43:37,391.10,Tarjeta
413,26511,2025-05-24 10:37:19,669.97,Efectivo
414,9525,2025-05-24 10:38:23,262.42,Tarjeta
415,30656,2025-05-24 10:38:06,354.44,Efectivo
416,43806,2025-05-24 10:45:59,551.07,Efectivo
417,29734,2025-05-24 10:42:31,267.37,Transferencia
418,5711,2025-05-24 10:43:10,896.30,Efectivo
419,23996,2025-05-24 10:46:23,830.35,Transferencia
420,33548,2025-05-24 10:39:25,210.95,Tarjeta
421,38818,2025-05-24 10:46:41,803.17,PayPal
422,40248,2025-05-24 10:44:58,765.57,Efectivo
423,1110,2025-05-24 10:43:42,492.61,PayPal
424,17047,2025-05-24 10:41:04,554.89,PayPal
425,27590,2025-05-24 10:37:39,352.28,Efectivo
426,30250,2025-05-24 10:44:48,676.49,PayPal
427,14453,2025-05-24 10:45:57,855.88,Transferencia
428,38944,2025-05-24 10:36:27,341.67,Tarjeta
429,40530,2025-05-24 10:38:21,816.66,Transferencia
430,21666,2025-05-24 10:36:41,423.11,Tarjeta
431,32582,2025-05-24 10:46:01,542.39,PayPal
432,18993,2025-05-24 10:40:32,499.76,Transferencia
433,31046,2025-05-24 10:41:23,293.15,PayPal
434,33333,2025-05-24 10:43:30,727.78,Transferencia
435,14600,2025-05-24 10:41:44,881.17,PayPal
436,37852,2025-05-24 10:36:14,266.28,Tarjeta
437,43599,2025-05-24 10:37:36,835.24,Tarjeta
438,11244,2025-05-24 10:38:03,851.48,Tarjeta
439,30506,2025-05-24 10:37:24,565.52,Tarjeta
440,4499,2025-05-24 10:40:39,530.83,Efectivo
441,17748,2025-05-24 10:46:05,408.41,Tarjeta
442,24809,2025-05-24 10:42:15,430.74,PayPal
443,13536,2025-05-24 10:39:20,602.95,PayPal
444,8543,2025-05-24 10:47:02,708.11,Transferencia
445,4867,2025-05-24 10:38:41,744.16,Efectivo
446,7782,2025-05-24 10:44:35,391.00,Transferencia
447,44365,2025-05-24 10:43:26,510.26,Transferencia
448,7749,2025-05-24 10:42:47,577.73,Efectivo
449,28931,2025-05-24 10:37:49,307.54,Efectivo
450,16717,2025-05-24 10:36:34,841.73,Efectivo
451,12190,2025-05-24 10:36:04,411.66,Efectivo
452,32467,2025-05-24 10:46:40,571.29,Efectivo
453,8704,2025-05-24 10:44:26,359.46,Transferencia
454,4639,2025-05-24 10:41:23,736.56,Tarjeta
455,3931,2025-05-24 10:39:02,407.32,Tarjeta
456,6090,2025-05-24 10:41:07,492.33,Tarjeta
457,21349,2025-05-24 10:44:30,709.31,Tarjeta
458,2311,2025-05-24 10:36:31,425.10,Transferencia
459,34552,2025-05-24 10:35:45,465.72,Transferencia
460,39694,2025-05-24 10:38:03,896.10,Transferencia
461,29069,2025-05-24 10:42:18,615.90,PayPal
462,3371,2025-05-24 10:46:42,356.65,PayPal
463,22997,2025-05-24 10:45:10,516.54,Transferencia
464,27566,2025-05-24 10:46:37,396.73,Efectivo
465,25258,2025-05-24 10:37:37,742.30,Transferencia
466,14661,2025-05-24 10:40:14,514.47,PayPal
467,34216,2025-05-24 10:39:30,691.27,Tarjeta
468,33708,2025-05-24 10:35:46,645.65,Transferencia
469,84,2025-05-24 10:39:52,447.30,Efectivo
470,8122,2025-05-24 10:43:50,559.69,Tarjeta
471,15168,2025-05-24 10:47:21,463.53,Efectivo
472,43923,2025-05-24 10:47:14,753.49,Tarjeta
473,21622,2025-05-24 10:47:20,534.88,Efectivo
474,41633,2025-05-24 10:46:10,388.55,Efectivo
475,5951,2025-05-24 10:41:00,739.78,Tarjeta
476,14700,2025-05-24 10:36:19,375.60,PayPal
477,17192,2025-05-24 10:38:14,501.36,Tarjeta
478,13737,2025-05-24 10:37:10,789.15,Tarjeta
479,31186,2025-05-24 10:37:54,401.92,Transferencia
480,5561,2025-05-24 10:42:34,890.93,Tarjeta
481,17304,2025-05-24 10:38:37,879.60,PayPal
482,33215,2025-05-24 10:42:34,743.78,Transferencia
483,39381,2025-05-24 10:47:06,297.77,PayPal
484,31046,2025-05-24 10:47:17,530.06,Transferencia
485,1944,2025-05-24 10:36:00,588.56,Transferencia
486,32963,2025-05-24 10:42:53,593.20,Tarjeta
487,3685,2025-05-24 10:47:03,362.92,PayPal
488,36396,2025-05-24 10:41:51,281.51,Efectivo
489,7423,2025-05-24 10:41:48,255.56,Tarjeta
490,2872,2025-05-24 10:44:23,743.48,Transferencia
491,18887,2025-05-24 10:38:49,643.50,Tarjeta
492,4469,2025-05-24 10:40:58,381.61,PayPal
493,26000,2025-05-24 10:36:02,361.16,Efectivo
494,3796,2025-05-24 10:37:58,729.88,PayPal
495,33849,2025-05-24 10:39:03,442.21,Efectivo
496,18661,2025-05-24 10:36:50,644.35,Efectivo
497,41802,2025-05-24 10:44:31,224.77,PayPal
498,1807,2025-05-24 10:40:24,739.18,Tarjeta
